date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:27:47	32240/32240	U-----	200	untouched ('')	application/font-woff	etag:%22488366c2179bc0e88714c9f48f1e6517dc42e20f%22	https://use.typekit.net/af/d7ff92/00000000000000007735e609/31/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/d7ff92/00000000000000007735e609/31/de196	(from https://use.typekit.net/zup3nmm.css)
21:27:47	64100/64100	U-----	200	untouched ('')	font/opentype	etag:W/%22488366c2179bc0e88714c9f48f1e6517dc42e20f%22	https://use.typekit.net/af/d7ff92/00000000000000007735e609/31/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/d7ff92/00000000000000007735e609/31/ae196	(from https://use.typekit.net/zup3nmm.css)
21:27:48	33240/33240	U-----	200	untouched ('')	application/font-woff2	etag:%22807b4a5e9e2e7492dc7d4fbdc26f427071613bab%22	https://use.typekit.net/af/6eb0e3/00000000000000007758cf8f/31/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/6eb0e3/00000000000000007758cf8f/31/lfdcc	(from https://use.typekit.net/zup3nmm.css)
21:27:48	34228/34228	U-----	200	untouched ('')	application/font-woff	etag:%22807b4a5e9e2e7492dc7d4fbdc26f427071613bab%22	https://use.typekit.net/af/6eb0e3/00000000000000007758cf8f/31/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/6eb0e3/00000000000000007758cf8f/31/dfdcc	(from https://use.typekit.net/zup3nmm.css)
21:27:48	53724/53724	U-----	200	untouched ('')	font/opentype	etag:W/%22807b4a5e9e2e7492dc7d4fbdc26f427071613bab%22	https://use.typekit.net/af/6eb0e3/00000000000000007758cf8f/31/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/6eb0e3/00000000000000007758cf8f/31/afdcc	(from https://use.typekit.net/zup3nmm.css)
21:27:48	91209/91209	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jun%202026%2002:27:49%20GMT	https://loyalaw.com/privacy-policy/i	F:/Website/LoyaLaw/loyalaw/loyalaw.com/privacy-policy/i	(from https://loyalaw.com/privacy-policy/)
21:27:48	30516/30516	U-----	200	untouched ('')	application/font-woff2	etag:%2291257596de7afcba99d1b9dad7e60c62d6172b32%22	https://use.typekit.net/af/3888dc/00000000000000007735e606/31/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/3888dc/00000000000000007735e606/31/l3eab	(from https://use.typekit.net/zup3nmm.css)
21:27:48	32324/32324	U-----	200	untouched ('')	application/font-woff	etag:%2291257596de7afcba99d1b9dad7e60c62d6172b32%22	https://use.typekit.net/af/3888dc/00000000000000007735e606/31/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/3888dc/00000000000000007735e606/31/d3eab	(from https://use.typekit.net/zup3nmm.css)
21:27:49	2304/2304	---MC-	403	error ('Forbidden')	text/html	date:Sun,%2021%20Jun%202026%2002:27:49%20GMT	https://loyalaw.com/privacy-policy/%22/privacy-policy/%22>Privacy	F:/Website/LoyaLaw/loyalaw/loyalaw.com/privacy-policy/_/privacy-policy/__Privacy	(from https://loyalaw.com/privacy-policy/)
21:28:17	64136/64136	U-----	200	untouched ('')	font/opentype	etag:W/%2291257596de7afcba99d1b9dad7e60c62d6172b32%22	https://use.typekit.net/af/3888dc/00000000000000007735e606/31/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/3888dc/00000000000000007735e606/31/a3eab	(from https://use.typekit.net/zup3nmm.css)
21:28:17	54732/54732	U-----	200	untouched ('')	font/opentype	etag:W/%2209d882459aa553e7c8e14cc5c21d3dd7154b3cb1%22	https://use.typekit.net/af/0b8052/00000000000000007758cf90/31/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/0b8052/00000000000000007758cf90/31/aaaa3	(from https://use.typekit.net/zup3nmm.css)
21:28:17	33748/33748	U-----	200	untouched ('')	application/font-woff2	etag:%2209d882459aa553e7c8e14cc5c21d3dd7154b3cb1%22	https://use.typekit.net/af/0b8052/00000000000000007758cf90/31/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/0b8052/00000000000000007758cf90/31/laaa3	(from https://use.typekit.net/zup3nmm.css)
21:28:18	34844/34844	U-----	200	untouched ('')	application/font-woff	etag:%2209d882459aa553e7c8e14cc5c21d3dd7154b3cb1%22	https://use.typekit.net/af/0b8052/00000000000000007758cf90/31/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	F:/Website/LoyaLaw/loyalaw/use.typekit.net/af/0b8052/00000000000000007758cf90/31/daaa3	(from https://use.typekit.net/zup3nmm.css)
21:28:23	91214/91214	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jun%202026%2002:28:20%20GMT	https://loyalaw.com/our-lawyers/Firefox/	F:/Website/LoyaLaw/loyalaw/loyalaw.com/our-lawyers/Firefox/index.html	(from https://loyalaw.com/our-lawyers/)
21:28:23	290409/290409	U-----	200	untouched ('')	image/png	etag:%2269150f16-46e69%22	https://loyalaw.com/wp-content/uploads/2025/11/Rectangle-5969-1.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/uploads/2025/11/Rectangle-5969-1.png	(from https://loyalaw.com/wp-content/uploads/elementor/css/post-23.css?ver=1781931596)
21:28:23	33872/33872	U-----	200	untouched ('')	application/font-woff2	etag:%22695fceb0-8450%22	https://loyalaw.com/wp-content/cache/fonts/1/google-fonts/fonts/s/librebaskerville/v24/kmKnZrc3Hgbbcjq75U4uslyuy4kn0qNZaxM.woff2	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/cache/fonts/1/google-fonts/fonts/s/librebaskerville/v24/kmKnZrc3Hgbbcjq75U4uslyuy4kn0qNZaxM.woff2	(from https://loyalaw.com/our-lawyers/)
21:28:23	2656/2656	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:28:20%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Four-lawyers%2F	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embed9d6b.json	(from https://loyalaw.com/our-lawyers/)
21:28:23	281/281	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226a361e45-119%22	https://loyalaw.com/wp-content/plugins/gravityforms/images/gf-creditcards-check.svg	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/images/gf-creditcards-check.svg	(from https://loyalaw.com/our-lawyers/)
21:28:23	500684/500684	U-----	200	untouched ('')	image/png	etag:%2269150f22-7a3cc%22	https://loyalaw.com/wp-content/uploads/2025/11/paul-cheney-1558-8.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/uploads/2025/11/paul-cheney-1558-8.png	(from https://loyalaw.com/our-lawyers/)
21:29:19	12707/12707	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226a361e45-31a3%22	https://loyalaw.com/wp-content/plugins/gravityforms/images/gf-creditcards.svg	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/images/gf-creditcards.svg	(from https://loyalaw.com/our-lawyers/)
21:29:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Jun%202026%2002:28:26%20GMT	https://loyalaw.com/?p=792	F:/Website/LoyaLaw/loyalaw/loyalaw.com/indexdfb6.html	(from https://loyalaw.com/our-lawyers/)
21:29:30	2858/2858	U--MCZ	200	updated ('OK')	text/xml	date:Sun,%2021%20Jun%202026%2002:28:25%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Four-lawyers%2F&format=xml	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embed20cb	(from https://loyalaw.com/our-lawyers/)
21:29:31	26153/26153	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:28:25%20GMT	https://loyalaw.com/wp-json/wp/v2/pages/792	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/wp/v2/pages/792.json	(from https://loyalaw.com/our-lawyers/)
21:29:56	1/1	U-----	200	untouched ('OK')	text/plain	etag:%226a29db2e-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/zup3nmm.css)
21:30:04	91223/91223	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jun%202026%2002:29:58%20GMT	https://loyalaw.com/our-lawyers/ryan-loya/Firefox/	F:/Website/LoyaLaw/loyalaw/loyalaw.com/our-lawyers/ryan-loya/Firefox/index.html	(from https://loyalaw.com/our-lawyers/ryan-loya/)
21:30:12	662/662	U-----	200	untouched ('')	image/png	etag:%2269fe38a0-296%22	https://loyalaw.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://loyalaw.com/our-lawyers/)
21:30:23	8892/8892	U-----	200	untouched ('')	application/javascript	etag:W/%2269fe38a0-22bc%22	https://loyalaw.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://loyalaw.com/our-lawyers/)
21:30:23	26004/26004	U-----	200	untouched ('')	application/javascript	etag:W/%2269fe38a0-6594%22	https://loyalaw.com/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	(from https://loyalaw.com/our-lawyers/)
21:30:28	34982/34982	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:30:25%20GMT	https://loyalaw.com/wp-json/wp/v2/pages/36	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/wp/v2/pages/36.json	(from https://loyalaw.com/our-lawyers/ryan-loya/)
21:31:11	2665/2665	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:30:06%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Four-lawyers%2Fryan-loya%2F	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embedca76.json	(from https://loyalaw.com/our-lawyers/ryan-loya/)
21:31:20	2865/2865	U--MCZ	200	updated ('OK')	text/xml	date:Sun,%2021%20Jun%202026%2002:30:14%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Four-lawyers%2Fryan-loya%2F&format=xml	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embed264c	(from https://loyalaw.com/our-lawyers/ryan-loya/)
21:31:20	404701/404701	U-----	200	untouched ('')	image/png	etag:%2269150f20-62cdd%22	https://loyalaw.com/wp-content/uploads/2025/11/paul-cheney-1558-9.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/uploads/2025/11/paul-cheney-1558-9.png	(from https://loyalaw.com/our-lawyers/ryan-loya/)
21:31:25	91221/91221	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jun%202026%2002:31:22%20GMT	https://loyalaw.com/our-lawyers/kylie-loya/Firefox/	F:/Website/LoyaLaw/loyalaw/loyalaw.com/our-lawyers/kylie-loya/Firefox/index.html	(from https://loyalaw.com/our-lawyers/kylie-loya/)
21:31:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Jun%202026%2002:30:26%20GMT	https://loyalaw.com/?p=36	F:/Website/LoyaLaw/loyalaw/loyalaw.com/index0d0b.html	(from https://loyalaw.com/our-lawyers/ryan-loya/)
21:31:36	35733/35733	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:31:33%20GMT	https://loyalaw.com/wp-json/wp/v2/pages/899	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/wp/v2/pages/899.json	(from https://loyalaw.com/our-lawyers/kylie-loya/)
21:32:04	129790/129790	U-----	200	untouched ('')	image/png	etag:%2269150f2a-1fafe%22	https://loyalaw.com/wp-content/uploads/2025/11/paul-cheney-1792-7.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/uploads/2025/11/paul-cheney-1792-7.png	(from https://loyalaw.com/our-lawyers/ryan-loya/)
21:32:28	2698/2698	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:31:23%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Four-lawyers%2Fkylie-loya%2F	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embed510c.json	(from https://loyalaw.com/our-lawyers/kylie-loya/)
21:32:32	2896/2896	U--MCZ	200	updated ('OK')	text/xml	date:Sun,%2021%20Jun%202026%2002:31:27%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Four-lawyers%2Fkylie-loya%2F&format=xml	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embed6e55	(from https://loyalaw.com/our-lawyers/kylie-loya/)
21:32:33	91217/91217	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jun%202026%2002:32:30%20GMT	https://loyalaw.com/privacy-policy/Firefox/	F:/Website/LoyaLaw/loyalaw/loyalaw.com/privacy-policy/Firefox/index.html	(from https://loyalaw.com/privacy-policy/)
21:32:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Jun%202026%2002:31:37%20GMT	https://loyalaw.com/?p=899	F:/Website/LoyaLaw/loyalaw/loyalaw.com/indexd250.html	(from https://loyalaw.com/our-lawyers/kylie-loya/)
21:32:56	164068/164068	U-----	200	untouched ('')	image/png	etag:%2269150f14-280e4%22	https://loyalaw.com/wp-content/uploads/2025/11/Kylie-Loya-1.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/uploads/2025/11/Kylie-Loya-1.png	(from https://loyalaw.com/our-lawyers/kylie-loya/)
21:33:41	2544/2544	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:32:35%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Fprivacy-policy%2F	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embedb431.json	(from https://loyalaw.com/privacy-policy/)
21:33:41	2719/2719	U--MCZ	200	updated ('OK')	text/xml	date:Sun,%2021%20Jun%202026%2002:32:35%20GMT	https://loyalaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Floyalaw.com%2Fprivacy-policy%2F&format=xml	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/oembed/1.0/embedc4bf	(from https://loyalaw.com/privacy-policy/)
21:33:50	15007/15007	U--MCZ	200	updated ('OK')	application/json	date:Sun,%2021%20Jun%202026%2002:32:44%20GMT	https://loyalaw.com/wp-json/wp/v2/pages/654	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-json/wp/v2/pages/654.json	(from https://loyalaw.com/privacy-policy/)
21:34:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Jun%202026%2002:32:59%20GMT	https://loyalaw.com/?p=654	F:/Website/LoyaLaw/loyalaw/loyalaw.com/indexa818.html	(from https://loyalaw.com/privacy-policy/)
21:34:34	740671/740671	U-----	200	untouched ('')	image/png	etag:%2269150f1b-b4d3f%22	https://loyalaw.com/wp-content/uploads/2025/11/herobg.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/uploads/2025/11/herobg.png	(from https://loyalaw.com/privacy-policy/)
21:34:36	478/478	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226a361e45-1de%22	https://loyalaw.com/wp-content/plugins/gravityforms/images/theme/down-arrow.svg	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/images/theme/down-arrow.svg	(from https://loyalaw.com/wp-content/plugins/gravityforms/assets/css/dist/gravity-forms-theme-foundation.min.css?ver=2.10.4)
21:34:43	538/538	U-----	200	untouched ('')	image/png	etag:%226a361e45-21a%22	https://loyalaw.com/wp-content/plugins/gravityforms/images/theme/chosen/chosen-sprite.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/images/theme/chosen/chosen-sprite.png	(from https://loyalaw.com/wp-content/plugins/gravityforms/assets/css/dist/gravity-forms-theme-foundation.min.css?ver=2.10.4)
21:34:56	738/738	U-----	200	untouched ('')	image/png	etag:%226a361e45-2e2%22	https://loyalaw.com/wp-content/plugins/gravityforms/images/theme/chosen/chosen-sprite@2x.png	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/images/theme/chosen/chosen-sprite@2x.png	(from https://loyalaw.com/wp-content/plugins/gravityforms/assets/css/dist/gravity-forms-theme-foundation.min.css?ver=2.10.4)
21:35:26	2712/2712	U-----	200	untouched ('')	application/font-woff2	etag:%226a361e45-a98%22	https://loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital.woff2?gxy8zs	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital3c71.woff2	(from https://loyalaw.com/wp-content/plugins/gravityforms/assets/css/dist/gravity-forms-theme-framework.min.css?ver=2.10.4)
21:35:26	6340/6340	U-----	200	untouched ('')	application/octet-stream	etag:%226a361e45-18c4%22	https://loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital.ttf?gxy8zs	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital3c71.ttf	(from https://loyalaw.com/wp-content/plugins/gravityforms/assets/css/dist/gravity-forms-theme-framework.min.css?ver=2.10.4)
21:35:26	6416/6416	U-----	200	untouched ('')	application/font-woff	etag:%226a361e45-1910%22	https://loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital.woff?gxy8zs	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital3c71.woff	(from https://loyalaw.com/wp-content/plugins/gravityforms/assets/css/dist/gravity-forms-theme-framework.min.css?ver=2.10.4)
21:35:26	19626/19626	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226a361e45-4caa%22	https://loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital.svg?gxy8zs	F:/Website/LoyaLaw/loyalaw/loyalaw.com/wp-content/plugins/gravityforms/fonts/gform-icons-orbital3c71.svg	(from https://loyalaw.com/wp-content/plugins/gravityforms/assets/css/dist/gravity-forms-theme-framework.min.css?ver=2.10.4)
